name    center_x center_y center_z rin(z-in) rin(z-out)  dout   length   angle      B      gradient
##             [m]      [m]      [m]      [m]        [m]      [m]      [m]   [rad]     [T]      [T/m]
QF  Q14EF_5       1.5474267             0     99.531067            0.06           0.06            0.5           1.2   -0.032296712          0        14.02528
DB  D21EF_5       1.4666977             0     97.032301		   0.06           0.06            0.5           3.0   -0.018681542          -0.270162481  0
QF  Q13EF_5       1.4199963             0     94.532737		   0.06           0.06            0.5           1.2   -0.018681542           0        -19.32648      	
DB  D22EF_5       1.3732945             0     92.033104            0.16           0.16            0.5           3.0   -0.0050663721          -0.270162481 0
QF  Q12EF_5       1.3606278             0     89.533136            0.06           0.06            0.5           1.2   -0.0050663721           0         12.30038
QF  Q11EF_5       1.3352968		0     84.533200	           0.06           0.06            0.5           1.2   -0.0050663721           0         -8.45814
QF  Q10EF_5	  1.3099648	    	0     79.533264		   0.06           0.06            0.5           1.2   -0.0050663721	     0         12.41123
QF  Q9EF_5        1.2846328             0     74.533328            0.06           0.06            0.5           1.2   -0.0050663721           0         -5.68902
QF CrabCavity     1.2694337             0     71.533367            0.06           0.06            1.5           4.0   -0.0050663721           0         0
QF  Q8EF_5	  1.2542348		0     68.533405            0.06           0.06            0.5           1.2   -0.0050663721           0         -6.48807
QF  Q7EF_5	  1.2289028	 	0     63.533470		   0.06           0.06            0.5           1.2   -0.0050663721           0         12.16566
QF  Q6EF_5        1.2035718 		0     58.533534		   0.06           0.06            0.5           1.2   -0.0050663721           0         -6.77104
QF  Q5EF_5        1.1782398 		0     53.533598	           0.06           0.06            0.5           1.2   -0.0050663721           0          -3.99282
QF  Q4EF_5        1.1529078		0     48.533662		   0.06           0.06            0.5           1.2   -0.0050663721           0         +5.50818
QF  Q3EF_5	  1.1275758		0     43.533726		   0.06           0.06            0.5           1.2   -0.0050663721           0         -0.00036
QF  Q2EF_5	  1.0872228		0     35.568913            0.06           0.06            0.5           1.2   -0.0050663721           0         -1.59353
